Id,SalePrice
1461,130455.9625
1462,174659.74074999997
1463,180773.60824999996
1464,188977.8605
1465,205629.64175
1466,181285.17950000003
1467,183882.95575000002
1468,174855.57300000003
1469,180086.52700000003
1470,133814.0355
1471,215664.187
1472,105989.9675
1473,107433.89000000001
1474,154994.67725
1475,127172.04449999999
1476,339891.6125
1477,246874.64349999995
1478,292657.55124999996
1479,266559.8347499999
1480,472849.70775000006
1481,287394.52300000004
1482,214861.29425000004
1483,179501.096
1484,176017.84749999997
1485,173461.92525
1486,195561.14825000003
1487,305032.84900000005
1488,238509.86875
1489,212234.75724999997
1490,221974.32050000006
1491,188268.7875
1492,105633.21449999997
1493,183929.93325000003
1494,272495.87675
1495,279191.35675
1496,247060.61425
1497,186225.32675
1498,160308.14299999998
1499,158675.63225000002
1500,167030.92
1501,176993.82049999997
1502,158197.81775000002
1503,279343.581
1504,225316.41625000007
1505,222537.89849999998
1506,187827.15
1507,244428.21800000005
1508,189161.14725
1509,161110.04125
1510,152945.617
1511,150725.525
1512,177380.48049999998
1513,149400.45
1514,169567.5485
1515,209250.74425
1516,152767.36425
1517,188267.37250000006
1518,134997.70325
1519,239537.19700000001
1520,141114.77124999996
1521,145952.7875
1522,162654.37375
1523,117939.01900000001
1524,125876.9375
1525,134000.99624999997
1526,130520.77349999998
1527,116694.28
1528,132660.0395
1529,146020.8875
1530,168025.25875000004
1531,132745.84850000002
1532,117783.6875
1533,146705.434
1534,122915.075
1535,154616.98599999998
1536,126618.125
1537,93425.8575
1538,154028.92550000004
1539,189326.3585
1540,128012.31099999996
1541,142980.24525
1542,138856.867
1543,192764.36225000006
1544,101222.08149999999
1545,109419.27949999999
1546,129056.04
1547,140047.5375
1548,129958.8925
1549,119042.43850000002
1550,142349.898
1551,124087.997
1552,150107.9875
1553,144233.27049999998
1554,120604.652
1555,171095.1945
1556,97264.87599999999
1557,125466.70875000002
1558,105216.65274999998
1559,122379.40074999999
1560,139991.5875
1561,168178.04300000006
1562,130941.1625
1563,127115.63625000001
1564,164561.53125
1565,156447.43550000002
1566,222344.15975000002
1567,92550.25174999998
1568,227820.21850000002
1569,147084.2585
1570,139601.37625
1571,128545.65
1572,147504.57725
1573,229476.28675000003
1574,127286.21949999998
1575,225284.29499999998
1576,232035.07174999997
1577,207207.09375
1578,138589.88374999998
1579,147550.55075
1580,189334.56
1581,142292.44999999998
1582,130479.54250000001
1583,331713.40200000006
1584,227830.92525
1585,151890.40425000005
1586,74553.94675000002
1587,109099.475
1588,151077.80975000001
1589,106149.78899999999
1590,136106.34425000005
1591,111694.1875
1592,131128.29375
1593,118773.09099999999
1594,143756.30749999994
1595,123449.23400000001
1596,220382.15874999994
1597,172514.69675000003
1598,185430.9465
1599,182288.73725
1600,183277.96000000002
1601,71673.08624999998
1602,117491.926
1603,100273.57999999999
1604,299166.29425000004
1605,239325.32599999997
1606,171020.59249999997
1607,173800.76224999997
1608,220153.80274999997
1609,199541.44075
1610,163556.26725
1611,143498.09775000002
1612,180949.43125000002
1613,174651.23174999998
1614,130517.4375
1615,98958.99899999998
1616,85003.37525
1617,102708.21949999999
1618,129494.4875
1619,137870.387
1620,179341.764
1621,141455.76174999998
1622,142985.517
1623,284913.48375
1624,218954.66899999994
1625,129281.46125000001
1626,174003.84000000003
1627,185951.02475
1628,257459.14450000002
1629,177896.90674999997
1630,379980.3262499999
1631,214978.829
1632,254489.54200000004
1633,171386.9205
1634,188558.65050000002
1635,180805.9125
1636,165833.55250000002
1637,184654.817
1638,199026.5425
1639,181802.5655
1640,241691.52325000003
1641,180134.23599999998
1642,227883.03274999995
1643,219714.29249999998
1644,222554.14025000003
1645,199722.61625000002
1646,159764.193
1647,160267.55
1648,137454.825
1649,138291.97975
1650,126341.28300000001
1651,127135.22124999999
1652,108461.30575000001
1653,103717.65399999998
1654,154256.93199999997
1655,148323.92525000003
1656,149089.225
1657,153218.98999999996
1658,156866.21925
1659,136066.21799999996
1660,174660.57225000003
1661,438208.43275000015
1662,338956.71475000004
1663,392803.72475000005
1664,474687.9454999999
1665,304496.22650000005
1666,305345.8822499999
1667,322223.05925
1668,322342.923
1669,297431.19074999995
1670,339668.7242499999
1671,273344.23874999996
1672,502045.57999999996
1673,265403.47874999995
1674,246644.13374999995
1675,198988.68400000007
1676,202736.02225000004
1677,214974.222
1678,507110.79500000004
1679,389896.89225000003
1680,345149.066
1681,253562.07100000005
1682,281356.9387499999
1683,193402.50699999998
1684,172094.20625
1685,175115.44775000002
1686,180993.41199999998
1687,169246.9825
1688,187763.0
1689,186536.575
1690,185579.375
1691,177945.11899999998
1692,253250.66349999994
1693,171142.96925000002
1694,184226.7735
1695,171308.47225000002
1696,258978.74949999998
1697,173460.22675000003
1698,321979.0685000001
1699,315989.21350000007
1700,239917.73875000002
1701,255040.47775000002
1702,255549.80725000013
1703,256620.82175000006
1704,293912.8964999999
1705,227737.14150000006
1706,487164.66400000005
1707,220667.65925000003
1708,217352.48650000003
1709,253626.87949999995
1710,234073.17475000006
1711,258477.54524999997
1712,248613.26749999993
1713,263677.583
1714,222610.30599999995
1715,199176.70725000004
1716,185521.9625
1717,169765.62249999997
1718,141665.96624999997
1719,201717.78475000005
1720,252953.06399999993
1721,161406.29225
1722,123345.37425
1723,158978.11325
1724,216105.57975000003
1725,225584.1625
1726,190817.71449999997
1727,179372.95025
1728,183284.72775000002
1729,162859.365
1730,153204.59375
1731,128995.7125
1732,134949.67250000002
1733,130486.5625
1734,133878.034
1735,137726.81824999998
1736,122617.19350000001
1737,326443.849
1738,208309.70650000003
1739,317503.3675
1740,230576.55899999998
1741,205695.5765
1742,176008.26674999995
1743,179740.671
1744,284514.63775
1745,217901.89874999993
1746,209065.27250000002
1747,207769.65825
1748,206626.78250000003
1749,167180.74325
1750,142485.50849999997
1751,221707.77125
1752,126979.4125
1753,153651.8470000001
1754,194142.30075
1755,167567.16199999998
1756,130563.3915
1757,124301.00249999999
1758,154624.06775
1759,161267.64250000002
1760,164929.23999999993
1761,149981.96850000002
1762,179621.89050000004
1763,172601.99375000002
1764,120602.2315
1765,184586.63375000004
1766,174168.2985
1767,217124.69449999998
1768,143511.10099999997
1769,163269.98249999998
1770,145127.70150000002
1771,136535.79875000002
1772,135851.7825
1773,142789.6195
1774,142837.5825
1775,136043.604
1776,127022.225
1777,122216.7
1778,137994.66750000004
1779,121006.2935
1780,167230.87
1781,134536.392
1782,108799.46925000001
1783,138179.96800000005
1784,109492.54925000004
1785,121225.1
1786,160544.481
1787,163893.90999999997
1788,68304.93249999997
1789,105306.32599999997
1790,95438.49124999999
1791,180385.9135
1792,152084.13125000003
1793,145780.69825
1794,152700.20075000005
1795,139840.555
1796,131105.6555
1797,123966.65
1798,130266.3
1799,119158.44950000002
1800,137486.74875
1801,126491.11875
1802,145806.44324999998
1803,154840.95174999998
1804,147655.2365
1805,141126.45799999998
1806,125848.04250000001
1807,137955.15525
1808,120318.7505
1809,128100.6875
1810,145004.48999999996
1811,116788.52475000001
1812,109164.23099999999
1813,124621.91875
1814,106208.08624999998
1815,64622.81725
1816,107231.72899999998
1817,131719.11875
1818,140876.87
1819,124405.2275
1820,80334.24025
1821,126270.37675000001
1822,153157.91899999997
1823,58345.6635
1824,142624.606
1825,138132.44425
1826,111203.97100000002
1827,112335.08749999998
1828,137441.9
1829,122899.025
1830,138831.76200000005
1831,153793.44950000005
1832,119414.40675
1833,148309.938
1834,130506.3125
1835,140872.31599999996
1836,130129.43125
1837,112654.47049999998
1838,129333.06125
1839,102660.099
1840,167964.52850000004
1841,143986.53175
1842,91708.4115
1843,145115.29025
1844,140803.75274999999
1845,146112.71725000002
1846,157028.31900000002
1847,171746.22975
1848,60272.161250000005
1849,121944.46525000001
1850,129306.90625
1851,154028.45674999998
1852,132042.5075
1853,148298.80550000002
1854,168808.95500000002
1855,162301.88025
1856,216956.84775000002
1857,169685.6935
1858,145195.957
1859,124333.58125
1860,154936.573
1861,125259.7125
1862,262502.159
1863,268016.9495
1864,269386.19724999997
1865,322275.50200000004
1866,325641.6235
1867,243145.72075
1868,302541.744
1869,206034.21800000002
1870,236489.64575000005
1871,242123.95775
1872,171513.12025
1873,227962.21725000005
1874,141933.41124999998
1875,202129.50225
1876,197187.97875
1877,218826.08125000005
1878,210812.615
1879,134855.31724999996
1880,138600.21550000002
1881,243482.47850000003
1882,238589.94475000002
1883,195002.77700000003
1884,209362.4625
1885,241596.29675000004
1886,300867.8762500001
1887,213071.31475
1888,278222.08225000004
1889,167020.36825
1890,138836.05675000002
1891,151165.60350000003
1892,116478.7455
1893,146639.251
1894,134093.5245
1895,149808.875
1896,131480.3875
1897,125808.88175000002
1898,114621.72400000002
1899,142495.26224999997
1900,133156.87099999998
1901,158345.17549999995
1902,143829.61599999998
1903,194082.1505
1904,136628.4885
1905,184963.32775
1906,149639.84425
1907,202362.33049999998
1908,122600.1375
1909,141958.1975
1910,127098.775
1911,207308.7875
1912,266845.1545
1913,157122.183
1914,60610.244000000006
1915,322970.90249999997
1916,72279.72999999998
1917,239436.91374999998
1918,144369.36450000003
1919,165008.6175
1920,173250.66074999995
1921,415584.44749999995
1922,328031.4034999999
1923,223935.47574999993
1924,223310.20400000006
1925,215313.13000000003
1926,404490.77475
1927,141117.6155
1928,161781.39
1929,131546.8425
1930,145096.397
1931,146565.2125
1932,142021.34099999996
1933,175147.474
1934,182693.56299999994
1935,176049.90125
1936,187941.71500000003
1937,180275.80625000002
1938,176970.18875000003
1939,265673.04325000005
1940,196463.11975
1941,179074.3495
1942,185554.2385
1943,211770.00700000004
1944,296068.1255
1945,359942.81124999997
1946,171556.22425
1947,310253.17375
1948,182112.91575
1949,236347.79249999992
1950,173250.4785
1951,263531.75825
1952,222235.6935
1953,171104.50875
1954,187335.6
1955,135043.23075
1956,277580.82425
1957,169579.61500000005
1958,296577.8677500001
1959,141687.08024999997
1960,119060.06900000002
1961,124269.75
1962,107206.21725000002
1963,111521.554
1964,121805.0125
1965,148727.0125
1966,146036.499
1967,302278.77475
1968,424753.6289999999
1969,365882.7967500001
1970,421503.9595
1971,417601.1365
1972,352370.45850000007
1973,252585.18
1974,315437.82125000004
1975,517629.20774999994
1976,278105.98525
1977,313437.01250000007
1978,314400.69749999995
1979,298216.2895000001
1980,196269.3605
1981,362234.37399999995
1982,233326.376
1983,220113.06425
1984,169870.0275
1985,234384.44824999996
1986,232388.56750000006
1987,185740.0375
1988,179238.2475
1989,192208.11775
1990,215785.83375000005
1991,236820.28125
1992,208580.60025000005
1993,172705.3855
1994,228261.08699999997
1995,181725.25799999997
1996,247018.40525
1997,291881.10300000006
1998,332477.28800000006
1999,243204.78049999996
2000,275795.1645
2001,258213.7294999999
2002,244812.0345
2003,249074.98125000004
2004,259842.81524999993
2005,225363.81300000002
2006,229052.27075000005
2007,247402.68575
2008,220348.1440000001
2009,194801.7925
2010,188752.8125
2011,146236.42849999998
2012,177783.84625
2013,183286.54249999998
2014,194311.402
2015,218355.7245
2016,198510.73249999998
2017,197313.1545
2018,134526.8675
2019,136775.95299999998
2020,125488.48125
2021,123077.32575
2022,179253.86574999997
2023,148754.91924999998
2024,244588.68675000002
2025,347214.81349999993
2026,187556.975
2027,159708.76225
2028,156829.81524999999
2029,175373.07725000003
2030,277053.51000000007
2031,236934.5005
2032,257602.34749999997
2033,269084.75100000005
2034,170456.4525
2035,201010.66150000007
2036,191432.867
2037,203705.493
2038,266574.71550000005
2039,219366.10749999998
2040,284610.0585
2041,256824.29899999997
2042,198997.07574999996
2043,165609.75
2044,173285.84600000002
2045,214779.68024999998
2046,138831.5475
2047,153085.23899999997
2048,138578.55200000003
2049,139298.58349999998
2050,171427.14825
2051,109332.74649999998
2052,138743.14075000002
2053,146421.39975
2054,94765.52549999999
2055,165135.71825000003
2056,139953.08375
2057,130381.0
2058,221146.1455
2059,141649.63825
2060,167016.67150000005
2061,171653.84925000003
2062,141202.40774999998
2063,117096.08100000003
2064,142618.671
2065,125566.21125000001
2066,187726.35
2067,132443.63100000005
2068,144401.32274999996
2069,89684.54699999999
2070,112265.80050000001
2071,107590.75450000001
2072,139883.59249999997
2073,148316.35
2074,195209.62325
2075,147940.3
2076,124141.9
2077,148556.7875
2078,132976.08650000003
2079,135957.564
2080,119618.84100000004
2081,128312.15
2082,135929.9805
2083,142039.92949999997
2084,114657.71650000001
2085,132908.324
2086,119764.7175
2087,122964.33425
2088,114409.004
2089,93742.17674999998
2090,133874.14400000003
2091,121330.58650000002
2092,134388.09175
2093,139544.9105
2094,122286.87749999999
2095,147000.1935
2096,96131.4375
2097,107917.67625000002
2098,147804.5875
2099,57936.2165
2100,118825.40399999998
2101,132378.97675
2102,134127.42675
2103,102103.27724999998
2104,132607.09225
2105,129644.425
2106,79538.82975
2107,199373.94675
2108,121453.0875
2109,121211.6
2110,138475.55775000004
2111,145250.60425
2112,145458.60625
2113,125259.24375
2114,123072.3375
2115,147444.61450000003
2116,119653.84200000003
2117,145636.33925000002
2118,124999.39375
2119,115402.95699999997
2120,118796.3615
2121,115624.1165
2122,113544.97350000001
2123,90560.50425000001
2124,165053.89325000002
2125,134935.89875000002
2126,156830.41950000002
2127,156026.991
2128,130037.325
2129,110612.72474999998
2130,139395.10425
2131,155709.01825
2132,117306.62150000001
2133,123286.175
2134,124807.525
2135,102616.83074999996
2136,87590.23225
2137,119948.67500000002
2138,141044.97575
2139,155249.55774999998
2140,146653.08825
2141,144242.86924999993
2142,139860.8925
2143,146606.11349999998
2144,134506.10599999997
2145,138428.195
2146,159549.96050000002
2147,162331.49975000002
2148,133735.48525
2149,151064.87175
2150,210386.79674999992
2151,117753.492
